Expense,Planned/Rea,Type,Date,Month,Year,Amount,Comments,Account
Bars & Restaurants,Rea,🎉 Entertainment,01/05/25,5,2025,-1952,,Joint
Sports,Rea,🎉 Entertainment,01/05/25,5,2025,0,,Joint
Subscriptions,Rea,🎉 Entertainment,01/05/25,5,2025,-49,Disney +,Joint
Dentist,Rea,👩 Anna,01/04/24,4,2024,,,Anna
Bike repair,Rea,👩 Anna,01/06/25,6,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/06/25,6,2025,-320,,Anna
Clothes,Rea,👩 Anna,01/06/25,6,2025,-120,,Anna
Hobby,Rea,👩 Anna,01/06/25,6,2025,-1603,choir for start september,Anna
Dentist,Rea,👨 Carlos,01/04/24,4,2024,,,Personal
Glasses and contacts,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Massages,Rea,💊 Health,01/04/24,4,2024,-500,massage,Joint
Phone,Rea,👩 Anna,01/08/25,8,2025,0,,Anna
Presents,Rea,👩 Anna,01/08/25,8,2025,-250,,Anna
Massages,Rea,💊 Health,01/04/24,4,2024,-1000,Thai massage,Joint
Dentist,Rea,👩 Anna,01/08/25,8,2025,-1433,,Anna
Psicologist,Rea,👩 Anna,01/08/25,8,2025,0,,Anna
Rejsekort,Rea,👩 Anna,01/08/25,8,2025,0,,Anna
Travel personal,Rea,👩 Anna,01/08/25,8,2025,0,,Anna
Pharmacy,Rea,💊 Health,01/04/24,4,2024,-411,Laia medicine & creme,Joint
Akasse,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Bike repair,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/09/25,9,2025,-1180,,Anna
Clothes,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Hobby,Rea,👩 Anna,01/09/25,9,2025,-56,,Anna
Psicologist,Rea,👩 Anna,01/04/24,4,2024,-372,,Anna
Dentist,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Phone,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Dentist,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Hobby,Rea,👩 Anna,01/10/25,10,2025,-935,"concert w. mom (4/8), + dr shefali concious group",Anna
Psicologist,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Misc,Rea,👩 Anna,01/10/25,10,2025,-200,,Anna
Presents,Rea,👩 Anna,01/12/25,12,2025,-1906,"december present carlos, Ida pan + shoes, Hannah",Anna
Psicologist,Rea,👨 Carlos,01/04/24,4,2024,-600,,Personal
Phone,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Rejsekort,Rea,👩 Anna,01/12/25,12,2025,-104,,Anna
Presents,Rea,👩 Anna,01/10/25,10,2025,-350,jeanette gave,Anna
Travel personal,Rea,👩 Anna,01/12/25,12,2025,0,,Anna
Psicologist,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Akasse,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Rejsekort,Rea,👩 Anna,01/10/25,10,2025,-44,,Anna
Bike repair,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/11/25,11,2025,-255,,Anna
Clothes,Rea,👩 Anna,01/11/25,11,2025,-167,,Anna
Dentist,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Glasses and contacts,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Hobby,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Food,Rea,🛒 Groceries,01/01/25,1,2025,-3081,,Joint
Food,Rea,🛒 Groceries,01/02/25,2,2025,-5697,shopping berlin,Joint
Food,Rea,🛒 Groceries,01/03/25,3,2025,-4911,,Joint
Food,Rea,🛒 Groceries,01/04/25,4,2025,-4584,,Joint
Food,Rea,🛒 Groceries,01/05/25,5,2025,-5141,,Joint
Misc,Rea,👩 Anna,01/06/25,6,2025,-664,food snacks + charity + gebyr + earplugs+ parking,Anna
Bike repair,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Misc,Rea,👩 Anna,01/09/25,9,2025,-470,frisør,Anna
Phone,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Misc,Rea,👩 Anna,01/11/25,11,2025,-1900,Withings ur og remme,Anna
Travel personal,Rea,👩 Anna,01/10/25,10,2025,0,,Anna
Phone,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Massages,Rea,💊 Health,01/01/25,1,2025,-462,Spa Frederiksberg,Joint
Pharmacy,Rea,💊 Health,01/01/25,1,2025,-396,Svampe medicin Carlos,Joint
Massages,Rea,💊 Health,01/02/25,2,2025,0,,Joint
Pharmacy,Rea,💊 Health,01/02/25,2,2025,-95,,Joint
Massages,Rea,💊 Health,01/03/25,3,2025,,,Joint
Pharmacy,Rea,💊 Health,01/03/25,3,2025,-101,,Joint
Massages,Rea,💊 Health,01/04/25,4,2025,,,Joint
Massages,Rea,💊 Health,01/04/25,4,2025,,,Joint
Pharmacy,Rea,💊 Health,01/04/25,4,2025,-412,Creams for Joana & Antibiotics,Joint
Massages,Rea,💊 Health,01/05/25,5,2025,0,,Joint
Pharmacy,Rea,💊 Health,01/05/25,5,2025,-274,,Joint
Phone,Rea,👩 Anna,01/06/25,6,2025,0,,Anna
Presents,Rea,👩 Anna,01/06/25,6,2025,-2087,carlos present and drinks w. mom ida + present signe,Anna
Dentist,Rea,👩 Anna,01/06/25,6,2025,0,,Anna
Cafe/bar/restaurant,Rea,👩 Anna,01/07/25,7,2025,-295,,Anna
Presents,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Dentist,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Psicologist,Rea,👩 Anna,01/09/25,9,2025,0,,Anna
Rejsekort,Rea,👩 Anna,01/09/25,9,2025,-60,,Anna
Presents,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Psicologist,Rea,👩 Anna,01/11/25,11,2025,0,,Anna
Bars & Restaurants,Rea,👨 Carlos,01/10/25,10,2025,-430,,Personal
Rejsekort,Rea,👩 Anna,01/11/25,11,2025,-300,taget fra faelles ved fej,Anna
Travel personal,Rea,👩 Anna,01/11/25,11,2025,-2800,Vipassana ophold og bil leje,Anna
Bars & Restaurants,Rea,👨 Carlos,01/12/25,12,2025,-749,,Personal
Airbnb,Rea,💰 Income,01/04/24,4,2024,,,Joint
Anna's Salary,Rea,💰 Income,01/01/25,1,2025,24696,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/01/25,1,2025,4852,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/01/25,1,2025,4852,,Joint
Carlos Salary,Rea,💰 Income,01/01/25,1,2025,35943,,Joint
Anna Skat Return,Rea,💰 Income,01/02/25,2,2025,0,,Joint
Anna's Salary,Rea,💰 Income,01/02/25,2,2025,24532,,Joint
Anna Skat Return,Rea,💰 Income,01/04/24,4,2024,8600,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/02/25,2,2025,0,,Joint
Anna's Salary,Rea,💰 Income,01/04/24,4,2024,70000,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/02/25,2,2025,0,,Joint
Carlos Salary,Rea,💰 Income,01/02/25,2,2025,35539,,Joint
Carlos Skat return,Rea,💰 Income,01/02/25,2,2025,0,,Joint
Misc,Rea,💰 Income,01/02/25,2,2025,2700,Selling stroller,Joint
Anna Skat Return,Rea,💰 Income,01/03/25,3,2025,,,Joint
Anna's Salary,Rea,💰 Income,01/03/25,3,2025,51127,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/03/25,3,2025,,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/04/24,4,2024,3850,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/03/25,3,2025,,,Joint
Carlos Salary,Rea,💰 Income,01/03/25,3,2025,78888,,Joint
Carlos Skat return,Rea,💰 Income,01/03/25,3,2025,-5880,,Joint
Anna Skat Return,Rea,💰 Income,01/04/25,4,2025,14331,,Joint
Anna's Salary,Rea,💰 Income,01/04/25,4,2025,24858,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/04/25,4,2025,4348,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/04/24,4,2024,3844,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/04/25,4,2025,4348,,Joint
Carlos Salary,Rea,💰 Income,01/04/25,4,2025,36554,,Joint
Carlos Skat return,Rea,💰 Income,01/04/25,4,2025,-5880,,Joint
Anna Skat Return,Rea,💰 Income,01/05/25,5,2025,-613,Extra skat 2023,Joint
Anna's Salary,Rea,💰 Income,01/05/25,5,2025,25189,,Joint
Børne og Unge Ydelse Anna,Rea,💰 Income,01/05/25,5,2025,0,,Joint
Børne og Unge Ydelse Carlos,Rea,💰 Income,01/05/25,5,2025,0,,Joint
Carlos Salary,Rea,💰 Income,01/05/25,5,2025,36610,,Joint
Carlos Salary,Rea,💰 Income,01/04/24,4,2024,75000,,Joint
Carlos Skat return,Rea,💰 Income,01/05/25,5,2025,0,,Joint
Psicologist,Rea,👩 Anna,01/06/25,6,2025,-191,,Anna
Rejsekort,Rea,👩 Anna,01/06/25,6,2025,-67,,Anna
Travel personal,Rea,👩 Anna,01/06/25,6,2025,0,,Anna
Clothes,Rea,👨 Carlos,01/06/25,6,2025,-125,2nd hand Shirts,Personal
Carlos Skat return,Rea,💰 Income,01/04/24,4,2024,,,Joint
Flight Tickets,Rea,👨 Carlos,01/06/25,6,2025,0,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/06/25,6,2025,-370,,Personal
Music Forening,Rea,👨 Carlos,01/06/25,6,2025,-252,,Personal
Clothes,Rea,👩 Anna,01/07/25,7,2025,-150,,Anna
Hobby,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Misc,Rea,👩 Anna,01/07/25,7,2025,-420,"miriam srom,  google one",Anna
Phone,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Presents,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Dentist,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Travel personal,Rea,👩 Anna,01/09/25,9,2025,-515,Sommerhus med katie,Anna
Flight Tickets,Rea,👨 Carlos,01/09/25,9,2025,-1474,Barelona September,Personal
Travel personal,Rea,👨 Carlos,01/09/25,9,2025,-1460,Refugees Hiking trip,Personal
Clothes,Rea,👨 Carlos,01/08/25,8,2025,,,Personal
Flight Tickets,Rea,👨 Carlos,01/08/25,8,2025,,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/08/25,8,2025,-172,,Personal
Music Forening,Rea,👨 Carlos,01/08/25,8,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/08/25,8,2025,-126,,Personal
Subscriptions,Rea,👨 Carlos,01/08/25,8,2025,-109,,Personal
Dentist,Rea,👨 Carlos,01/08/25,8,2025,0,,Personal
Psicologist,Rea,👨 Carlos,01/08/25,8,2025,-298,,Personal
Presents,Rea,👨 Carlos,01/09/25,9,2025,-40,Rune's collegue farewell,Personal
Clothes,Rea,👨 Carlos,01/10/25,10,2025,-1768,Shoes x 3 and running pants,Personal
Bike repair,Rea,👨 Carlos,01/12/25,12,2025,-3000,3k on bike maintanance,Personal
Dentist,Rea,👨 Carlos,01/10/25,10,2025,,,Personal
Subscriptions,Rea,👨 Carlos,01/12/25,12,2025,-7,,Personal
Music Forening,Rea,👨 Carlos,01/12/25,12,2025,-252,,Personal
Rejsekort,Rea,👨 Carlos,01/12/25,12,2025,-898,,Personal
Music Forening,Rea,👨 Carlos,01/10/25,10,2025,-252,,Personal
Presents,Rea,👨 Carlos,01/12/25,12,2025,-2165,Cumple mama i Nadal,Personal
Presents,Rea,👨 Carlos,01/10/25,10,2025,-900,,Personal
Phone,Rea,👨 Carlos,01/12/25,12,2025,-175,From gross salary,Personal
Psicologist,Rea,👨 Carlos,01/10/25,10,2025,-598,,Personal
Psicologist,Rea,👨 Carlos,01/12/25,12,2025,-597,,Personal
Akasse,Rea,👨 Carlos,01/11/25,11,2025,-1746,,Personal
Bars & Restaurants,Rea,👨 Carlos,01/11/25,11,2025,-350,,Personal
Clothes,Rea,👨 Carlos,01/11/25,11,2025,0,,Personal
Dentist,Rea,👨 Carlos,01/11/25,11,2025,0,,Personal
Misc,Rea,👨 Carlos,01/11/25,11,2025,-60,Fine for bibliotek,Personal
Misc,Rea,👨 Carlos,01/11/25,11,2025,-627,UNRWA,Personal
Danmark forsikring,Rea,💊 Health,01/01/25,1,2025,-735,Carlos,Joint
Content Insurance,Rea,🏠 Home,01/01/25,1,2025,-190,,Joint
Danmark forsikring,Rea,💊 Health,01/02/25,2,2025,0,,Joint
Content Insurance,Rea,🏠 Home,01/02/25,2,2025,-150,,Joint
Danmark forsikring,Rea,💊 Health,01/03/25,3,2025,,,Joint
Content Insurance,Rea,🏠 Home,01/03/25,3,2025,-150,,Joint
Danmark forsikring,Rea,💊 Health,01/04/25,4,2025,-838,Carlos anna,Joint
Content Insurance,Rea,🏠 Home,01/04/25,4,2025,-150,,Joint
Danmark forsikring,Rea,💊 Health,01/05/25,5,2025,0,,Joint
Danmark forsikring,Rea,💊 Health,01/04/24,4,2024,-1300,,Joint
Content Insurance,Rea,🏠 Home,01/05/25,5,2025,-151,,Joint
Rejsekort,Rea,👨 Carlos,01/06/25,6,2025,-468,STA in Ørestad,Personal
Subscriptions,Rea,👨 Carlos,01/06/25,6,2025,-239,High note + Spotify,Personal
Psicologist,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Rejsekort,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Content Insurance,Rea,🏠 Home,01/04/24,4,2024,-149,,Joint
Subscriptions,Rea,👨 Carlos,01/09/25,9,2025,-109,Spotify,Personal
Bars & Restaurants,Rea,👨 Carlos,01/09/25,9,2025,-1052,Barcelona,Personal
Music Forening,Rea,👨 Carlos,01/09/25,9,2025,-352,,Personal
Rejsekort,Rea,👨 Carlos,01/09/25,9,2025,-72,,Personal
Rejsekort,Rea,👨 Carlos,01/10/25,10,2025,-91,,Personal
Music Forening,Rea,👨 Carlos,01/11/25,11,2025,-252,,Personal
Subscriptions,Rea,👨 Carlos,01/10/25,10,2025,-75,Movistar+,Personal
Presents,Rea,👨 Carlos,01/11/25,11,2025,-2400,Olya's farewell & Pagament festa mama,Personal
Psicologist,Rea,👨 Carlos,01/11/25,11,2025,-302,,Personal
Rejsekort,Rea,👨 Carlos,01/11/25,11,2025,-209,,Personal
Activities,Rea,👶 Kids,01/04/24,4,2024,-115,Pool,Joint
Activities,Rea,👶 Kids,01/01/25,1,2025,-710,"Gimnastik, Legeland, Pool",Joint
Clothes,Rea,👶 Kids,01/01/25,1,2025,0,,Joint
Kindergarden,Rea,👶 Kids,01/01/25,1,2025,-7332,,Joint
Misc,Rea,👶 Kids,01/01/25,1,2025,,,Joint
Activities,Rea,👶 Kids,01/02/25,2,2025,-430,"Vestbad, Legeland",Joint
Clothes,Rea,👶 Kids,01/02/25,2,2025,-312,?,Joint
Kindergarden,Rea,👶 Kids,01/02/25,2,2025,-6117,,Joint
Clothes,Rea,👶 Kids,01/04/24,4,2024,0,,Joint
Activities,Rea,👶 Kids,01/03/25,3,2025,-210,Vestbadet + farm,Joint
Activities,Rea,👶 Kids,01/03/25,3,2025,,,Joint
Clothes,Rea,👶 Kids,01/03/25,3,2025,-440,Thermodragts,Joint
Kindergarden,Rea,👶 Kids,01/03/25,3,2025,-6117,,Joint
Misc,Rea,👶 Kids,01/03/25,3,2025,-172,stroller,Joint
Kindergarden,Rea,👶 Kids,01/04/24,4,2024,-4171,,Joint
Activities,Rea,👶 Kids,01/04/25,4,2025,-450,Vestbadet og krumspring gymnastik,Joint
Clothes,Rea,👶 Kids,01/04/25,4,2025,-300,Krumspring.dk?,Joint
Kindergarden,Rea,👶 Kids,01/04/25,4,2025,-6117,,Joint
Misc,Rea,👶 Kids,01/04/25,4,2025,-250,Sleeping bag Joana,Joint
Misc,Rea,👶 Kids,01/04/24,4,2024,,,Joint
Activities,Rea,👶 Kids,01/05/25,5,2025,0,,Joint
Clothes,Rea,👶 Kids,01/05/25,5,2025,-2050,Shoes,Joint
Kindergarden,Rea,👶 Kids,01/05/25,5,2025,-6117,,Joint
Misc,Rea,👶 Kids,01/05/25,5,2025,0,,Joint
Presents,Rea,👨 Carlos,01/06/25,6,2025,-25,Denice from work,Personal
Psicologist,Rea,👨 Carlos,01/06/25,6,2025,-599,,Personal
Activities,Rea,🎉 Entertainment,01/06/25,6,2025,0,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/06/25,6,2025,-1258,,Joint
Travel personal,Rea,👩 Anna,01/07/25,7,2025,0,,Anna
Clothes,Rea,👨 Carlos,01/07/25,7,2025,-874,"Clothes, Volley ball",Personal
Subscriptions,Rea,👨 Carlos,01/07/25,7,2025,-109,Spotify,Personal
Bars & Restaurants,Rea,👨 Carlos,01/07/25,7,2025,-89,,Personal
Dentist,Rea,👨 Carlos,01/09/25,9,2025,0,,Personal
Psicologist,Rea,👨 Carlos,01/09/25,9,2025,-599,,Personal
Activities,Rea,🎉 Entertainment,01/08/25,8,2025,,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/08/25,8,2025,-1671,,Joint
Sports,Rea,🎉 Entertainment,01/08/25,8,2025,0,,Joint
Subscriptions,Rea,🎉 Entertainment,01/08/25,8,2025,-89,Disney+,Joint
Activities,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Activities,Rea,🎉 Entertainment,01/10/25,10,2025,0,,Joint
Subscriptions,Rea,👨 Carlos,01/11/25,11,2025,-76,Movistar+,Personal
Bars & Restaurants,Rea,🎉 Entertainment,01/10/25,10,2025,-517,,Joint
Activities,Rea,🎉 Entertainment,01/12/25,12,2025,0,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/12/25,12,2025,-2300,Barcelona,Joint
Port Aventura,Rea,🎉 Entertainment,01/10/25,10,2025,,,Joint
Sports,Rea,🎉 Entertainment,01/10/25,10,2025,,,Joint
Netflix,Rea,🎉 Entertainment,01/12/25,12,2025,0,,Joint
Presents,Rea,🎁 Presents,01/04/24,4,2024,,,Joint
Sports,Rea,🎉 Entertainment,01/12/25,12,2025,0,,Joint
Subscriptions,Rea,🎉 Entertainment,01/12/25,12,2025,-141,,Joint
Activities,Rea,🎉 Entertainment,01/11/25,11,2025,,,Joint
Presents,Rea,🎁 Presents,01/01/25,1,2025,-1529,Concert Nadal Papes + emil dogsledding,Joint
Presents,Rea,🎁 Presents,01/02/25,2,2025,0,,Joint
Presents,Rea,🎁 Presents,01/03/25,3,2025,,,Joint
Presents,Rea,🎁 Presents,01/04/25,4,2025,-930,mom present,Joint
Presents,Rea,🎁 Presents,01/05/25,5,2025,-2408,Tivoli present to Peter & Gitte,Joint
Sports,Rea,🎉 Entertainment,01/06/25,6,2025,0,,Joint
Music Forening,Rea,👨 Carlos,01/07/25,7,2025,-250,,Personal
Bars & Restaurants,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Netflix,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Gear,Rea,🛍️ Shopping,01/04/24,4,2024,-5924,New Camping Tent,Joint
Subscriptions,Rea,🎉 Entertainment,01/10/25,10,2025,-89,Netflix,Joint
Subscriptions,Rea,🎉 Entertainment,01/10/25,10,2025,,,Joint
Bars & Restaurants,Rea,🎉 Entertainment,01/11/25,11,2025,-475,,Joint
Gear,Rea,🛍️ Shopping,01/01/25,1,2025,0,,Joint
Gear,Rea,🛍️ Shopping,01/02/25,2,2025,0,,Joint
Gear,Rea,🛍️ Shopping,01/03/25,3,2025,-260,Ready beds for girls,Joint
Gear,Rea,🛍️ Shopping,01/04/25,4,2025,-329,USB adapter + joana sleeping bag,Joint
Gear,Rea,🛍️ Shopping,01/05/25,5,2025,0,,Joint
Subscriptions,Rea,🎉 Entertainment,01/06/25,6,2025,-49,Disney+,Joint
Rejsekort,Rea,👨 Carlos,01/07/25,7,2025,0,,Personal
Port Aventura,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Sports,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Boui les Baronnes & Barcelona,Rea,✈️ Traveling,01/04/24,4,2024,,,Joint
Netflix,Rea,🎉 Entertainment,01/11/25,11,2025,-89,,Joint
TV2Play,Rea,🎉 Entertainment,01/10/25,10,2025,,,Joint
Sports,Rea,🎉 Entertainment,01/11/25,11,2025,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/01/25,1,2025,0,,Joint
Flight Tickets,Rea,✈️ Traveling,01/04/24,4,2024,,,Joint
Accomodation,Rea,✈️ Traveling,01/01/25,1,2025,0,,Joint
Transport,Rea,✈️ Traveling,01/01/25,1,2025,-805,Carlo's parents tank / Taxi Airport,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/01/25,1,2025,0,,Joint
Flight Tickets,Rea,✈️ Traveling,01/02/25,2,2025,0,,Joint
Accomodation,Rea,✈️ Traveling,01/02/25,2,2025,0,,Joint
Transport,Rea,✈️ Traveling,01/02/25,2,2025,0,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/02/25,2,2025,0,,Joint
Nuria,Rea,✈️ Traveling,01/04/24,4,2024,,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/03/25,3,2025,,,Joint
Transport,Rea,✈️ Traveling,01/04/25,4,2025,-425,Ferry from Rødby,Joint
Flight Tickets,Rea,✈️ Traveling,01/04/25,4,2025,,,Joint
Roadtrip,Rea,✈️ Traveling,01/04/24,4,2024,,,Joint
Accomodation,Rea,✈️ Traveling,01/04/25,4,2025,,,Joint
Transport,Rea,✈️ Traveling,01/04/25,4,2025,,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/04/25,4,2025,,,Joint
Flight Tickets,Rea,✈️ Traveling,01/05/25,5,2025,0,,Joint
Accomodation,Rea,✈️ Traveling,01/05/25,5,2025,0,,Joint
Transport,Rea,✈️ Traveling,01/05/25,5,2025,0,,Joint
Bars & Restaurants,Rea,✈️ Traveling,01/05/25,5,2025,0,,Joint
Summerhouse trips,Rea,✈️ Traveling,01/04/24,4,2024,,,Joint
Massages,Rea,💊 Health,01/06/25,6,2025,0,,Joint
Pharmacy,Rea,💊 Health,01/06/25,6,2025,-326,,Joint
Pharmacy,Rea,💊 Health,01/06/25,6,2025,0,,Joint
Danmark forsikring,Rea,💊 Health,01/06/25,6,2025,0,,Joint
Dentist,Rea,👨 Carlos,01/07/25,7,2025,-562,,Personal
Psicologist,Rea,👨 Carlos,01/07/25,7,2025,-299,,Personal
Subscriptions,Rea,🎉 Entertainment,01/07/25,7,2025,-89,Disney+,Joint
Pharmacy,Rea,💊 Health,01/07/25,7,2025,-185,Anti ticks,Joint
Danmark forsikring,Rea,💊 Health,01/07/25,7,2025,-838,,Joint
Subscriptions,Rea,🎉 Entertainment,01/09/25,9,2025,-89,Disney+,Joint
TV2Play,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Youtube,Rea,🎉 Entertainment,01/09/25,9,2025,0,,Joint
Massages,Rea,💊 Health,01/08/25,8,2025,0,,Joint
Pharmacy,Rea,💊 Health,01/08/25,8,2025,0,,Joint
Massages,Rea,💊 Health,01/09/25,9,2025,0,,Joint
Pharmacy,Rea,💊 Health,01/09/25,9,2025,0,,Joint
Danmark forsikring,Rea,💊 Health,01/08/25,8,2025,908,Refund?,Joint
Danmark forsikring,Rea,💊 Health,01/09/25,9,2025,0,,Joint
Subscriptions,Rea,🎉 Entertainment,01/11/25,11,2025,,,Joint
Youtube,Rea,🎉 Entertainment,01/10/25,10,2025,,,Joint
TV2Play,Rea,🎉 Entertainment,01/11/25,11,2025,,,Joint
Danmark forsikring,Rea,💊 Health,01/10/25,10,2025,-838,,Joint
Youtube,Rea,🎉 Entertainment,01/11/25,11,2025,,,Joint
Massages,Rea,💊 Health,01/12/25,12,2025,0,,Joint
Pharmacy,Rea,💊 Health,01/12/25,12,2025,-73,,Joint
Danmark forsikring,Rea,💊 Health,01/12/25,12,2025,0,,Joint
Danmark forsikring,Rea,💊 Health,01/11/25,11,2025,586,Return Anna,Joint
Electricity,Rea,🏠 Home,01/04/24,4,2024,-629,,Joint
Electricity,Rea,🏠 Home,01/01/25,1,2025,-672,,Joint
Hot Water / Gas,Rea,🏠 Home,01/01/25,1,2025,-450,,Joint
Water,Rea,🏠 Home,01/01/25,1,2025,-200,,Joint
Electricity,Rea,🏠 Home,01/02/25,2,2025,-616,,Joint
Hot Water / Gas,Rea,🏠 Home,01/02/25,2,2025,-450,,Joint
Water,Rea,🏠 Home,01/02/25,2,2025,-1064,Adjusting yearly water expenses,Joint
Hot Water / Gas,Rea,🏠 Home,01/04/24,4,2024,-650,,Joint
Electricity,Rea,🏠 Home,01/03/25,3,2025,-200,,Joint
Hot Water / Gas,Rea,🏠 Home,01/03/25,3,2025,-550,,Joint
Water,Rea,🏠 Home,01/03/25,3,2025,-585,,Joint
Electricity,Rea,🏠 Home,01/04/25,4,2025,-550,,Joint
Hot Water / Gas,Rea,🏠 Home,01/04/25,4,2025,-585,,Joint
Water,Rea,🏠 Home,01/04/25,4,2025,-200,,Joint
Water,Rea,🏠 Home,01/04/24,4,2024,-300,,Joint
Electricity,Rea,🏠 Home,01/05/25,5,2025,-405,,Joint
Hot Water / Gas,Rea,🏠 Home,01/05/25,5,2025,-1898,,Joint
Water,Rea,🏠 Home,01/05/25,5,2025,-200,,Joint
Presents,Rea,🎁 Presents,01/06/25,6,2025,0,,Joint
Furniture Misc,Rea,🏠 Home,01/06/25,6,2025,-624,Gardening+ biltema wood for shelf,Joint
Gear,Rea,🛍️ Shopping,01/06/25,6,2025,0,,Joint
Presents,Rea,🎁 Presents,01/07/25,7,2025,0,,Joint
Furniture Misc,Rea,🏠 Home,01/07/25,7,2025,-2365,"IKEA trip, Jysk Jem og fix",Joint
Gear,Rea,🛍️ Shopping,01/07/25,7,2025,-842,Camping kitchen + Camping chairs,Joint
Presents,Rea,🎁 Presents,01/08/25,8,2025,,,Joint
Presents,Rea,🎁 Presents,01/09/25,9,2025,0,,Joint
Furniture Misc,Rea,🏠 Home,01/08/25,8,2025,,,Joint
Furniture Misc,Rea,🏠 Home,01/09/25,9,2025,-352,Rechargable batteries,Joint
Gear,Rea,🛍️ Shopping,01/08/25,8,2025,,,Joint
Gear,Rea,🛍️ Shopping,01/09/25,9,2025,0,,Joint
Massages,Rea,💊 Health,01/10/25,10,2025,0,,Joint
Massages,Rea,💊 Health,01/11/25,11,2025,-50,Antibiotics,Joint
Pharmacy,Rea,💊 Health,01/10/25,10,2025,-733,"Vitamins, Anna medicine",Joint
Pharmacy,Rea,💊 Health,01/11/25,11,2025,,,Joint
Presents,Rea,🎁 Presents,01/10/25,10,2025,,,Joint
Presents,Rea,🎁 Presents,01/12/25,12,2025,-543,Lene louisiana,Joint
Presents,Rea,🎁 Presents,01/11/25,11,2025,,,Joint
Gear,Rea,🛍️ Shopping,01/10/25,10,2025,,,Joint
Furniture Misc,Rea,🏠 Home,01/12/25,12,2025,0,,Joint
Gear,Rea,🛍️ Shopping,01/12/25,12,2025,0,,Joint
Furniture Misc,Rea,🏠 Home,01/11/25,11,2025,,,Joint
Gear,Rea,🛍️ Shopping,01/11/25,11,2025,-352,Plantorama Harald nybord,Joint
Akasse,Rea,👩 Anna,01/01/26,1,2026,,,Anna
Glasses and contacts,Rea,👩 Anna,01/01/26,1,2026,,,Anna
Bike repair,Rea,👩 Anna,01/01/26,1,2026,1,,Anna
